001.png,24.46,0.975
002.png,24.71,0.975
003.png,23.08,0.962
004.png,23.09,0.975
005.png,22.02,0.972
006.png,23.69,0.972
007.png,24.00,0.967
008.png,23.44,0.969
009.png,23.58,0.967
010.png,25.89,0.970
011.png,23.39,0.969
012.png,23.63,0.973
013.png,25.11,0.967
014.png,22.43,0.973
015.png,23.23,0.974
016.png,23.60,0.967
017.png,23.56,0.971
018.png,24.10,0.975
019.png,20.95,0.967
020.png,21.33,0.965
021.png,20.81,0.957
022.png,23.11,0.945
023.png,23.90,0.972
024.png,23.71,0.972
025.png,24.07,0.980
026.png,24.70,0.973
027.png,22.59,0.960
028.png,23.21,0.965
029.png,22.95,0.962
030.png,23.97,0.963
031.png,24.62,0.975
032.png,26.22,0.984
033.png,24.14,0.969
034.png,25.67,0.972
035.png,25.80,0.976
036.png,23.79,0.975
037.png,23.84,0.964
038.png,24.62,0.974
039.png,22.69,0.971
040.png,23.69,0.968
041.png,24.26,0.976
042.png,24.13,0.970
043.png,23.40,0.975
044.png,23.95,0.969
045.png,23.40,0.967
046.png,25.00,0.977
047.png,19.37,0.967
048.png,20.46,0.967
049.png,25.94,0.980
050.png,24.60,0.968
051.png,25.84,0.978
052.png,22.52,0.973
053.png,21.39,0.969
054.png,21.55,0.966
055.png,21.03,0.964
056.png,21.99,0.972
057.png,21.58,0.972
058.png,21.83,0.969
059.png,23.05,0.972
060.png,23.16,0.972
061.png,23.02,0.973
062.png,24.74,0.976
063.png,23.26,0.976
064.png,23.26,0.971
065.png,23.21,0.966
066.png,26.28,0.980
067.png,23.72,0.972
068.png,21.86,0.969
069.png,22.74,0.968
070.png,25.00,0.976
071.png,25.03,0.977
072.png,24.26,0.973
073.png,23.99,0.975
074.png,24.67,0.978
075.png,23.79,0.972
076.png,26.59,0.977
077.png,23.85,0.967
078.png,27.52,0.982
079.png,24.02,0.969
080.png,22.94,0.966
081.png,23.99,0.969
082.png,25.45,0.979
083.png,26.97,0.984
084.png,24.79,0.977
085.png,23.96,0.973
086.png,23.69,0.970
087.png,23.90,0.966
088.png,22.65,0.974
089.png,22.72,0.970
090.png,23.30,0.979
091.png,23.10,0.976
092.png,25.40,0.979
093.png,24.22,0.973
094.png,23.99,0.970
095.png,23.22,0.977
096.png,23.34,0.969
097.png,25.33,0.977
098.png,23.35,0.975
099.png,21.25,0.961
100.png,23.39,0.974
101.png,25.67,0.982
102.png,23.74,0.974
103.png,24.28,0.977
104.png,23.25,0.975
105.png,24.09,0.974
106.png,22.07,0.975
107.png,23.18,0.975
108.png,24.62,0.978
109.png,24.23,0.976
110.png,26.10,0.984
111.png,24.75,0.974
112.png,25.71,0.980
113.png,25.94,0.979
114.png,23.74,0.978
115.png,22.39,0.963
116.png,21.62,0.956
117.png,21.87,0.961
118.png,21.98,0.961
119.png,24.53,0.974
120.png,25.44,0.975
121.png,24.03,0.964
122.png,23.15,0.958
123.png,25.18,0.976
124.png,25.46,0.971
125.png,24.12,0.972
126.png,23.99,0.957
127.png,24.07,0.974
128.png,23.40,0.965
129.png,23.35,0.964
130.png,25.37,0.982
131.png,23.29,0.969
132.png,24.08,0.971
133.png,25.13,0.982
134.png,23.82,0.969
135.png,23.39,0.965
136.png,23.69,0.970
137.png,23.74,0.963
138.png,23.79,0.977
139.png,23.79,0.972
140.png,25.84,0.966
141.png,23.27,0.942
142.png,25.03,0.974
143.png,25.45,0.979
144.png,24.60,0.971
145.png,23.70,0.974
146.png,23.79,0.968
147.png,23.29,0.963
148.png,21.58,0.966
149.png,25.15,0.975
150.png,24.87,0.972
151.png,24.76,0.978
152.png,24.40,0.975
153.png,26.04,0.977
154.png,24.95,0.972
155.png,23.62,0.971
156.png,24.54,0.976
157.png,23.51,0.977
158.png,25.46,0.981
159.png,26.51,0.978
160.png,19.83,0.964
161.png,24.25,0.978
162.png,24.99,0.972
163.png,22.23,0.970
164.png,26.04,0.978
165.png,25.96,0.980
166.png,24.43,0.971
167.png,23.92,0.964
168.png,24.62,0.977
169.png,23.46,0.977
170.png,25.60,0.976
171.png,23.35,0.974
172.png,22.27,0.977
173.png,22.03,0.976
174.png,22.28,0.973
175.png,23.06,0.967
176.png,21.96,0.957
177.png,20.79,0.961
178.png,22.81,0.967
179.png,24.20,0.981
180.png,21.92,0.971
181.png,22.80,0.966
182.png,24.39,0.973
183.png,23.58,0.967
184.png,23.13,0.968
185.png,25.85,0.984
186.png,23.96,0.969
187.png,23.16,0.972
188.png,22.98,0.964
189.png,23.69,0.963
190.png,24.19,0.975
191.png,26.86,0.986
192.png,23.39,0.979
193.png,22.71,0.976
194.png,22.20,0.976
195.png,20.66,0.963
196.png,23.17,0.975
197.png,21.74,0.970
198.png,22.62,0.973
199.png,21.64,0.972
200.png,23.07,0.977
201.png,23.87,0.978
202.png,24.88,0.973
203.png,25.36,0.976
204.png,23.52,0.962
205.png,23.47,0.962
206.png,23.63,0.962
207.png,24.75,0.974
208.png,21.22,0.968
209.png,21.46,0.970
210.png,21.86,0.974
211.png,21.07,0.958
212.png,21.33,0.967
213.png,20.57,0.963
214.png,21.11,0.967
215.png,23.21,0.964
216.png,22.79,0.969
217.png,23.38,0.970
218.png,21.63,0.962
219.png,22.49,0.967
220.png,22.54,0.969
221.png,24.27,0.972
222.png,25.68,0.978
223.png,23.32,0.972
224.png,24.81,0.977
225.png,24.81,0.975
226.png,24.48,0.977
227.png,25.69,0.978
228.png,27.64,0.981
229.png,25.92,0.982
230.png,26.60,0.986
231.png,25.57,0.981
232.png,24.99,0.981
233.png,24.62,0.976
234.png,24.24,0.977
235.png,24.60,0.980
236.png,24.57,0.981
237.png,25.89,0.975
238.png,22.57,0.968
239.png,25.67,0.969
240.png,24.58,0.981
241.png,25.15,0.980
242.png,25.33,0.980
243.png,25.27,0.975
244.png,25.95,0.979
245.png,23.43,0.977
246.png,23.46,0.977
247.png,22.95,0.975
248.png,24.48,0.977
249.png,26.26,0.977
250.png,24.35,0.942
251.png,25.46,0.980
252.png,25.12,0.979
253.png,23.58,0.967
254.png,24.69,0.979
255.png,25.61,0.978
256.png,25.09,0.973
257.png,25.33,0.979
258.png,24.12,0.973
259.png,23.97,0.973
260.png,24.30,0.970
261.png,25.03,0.975
262.png,25.09,0.979
263.png,23.31,0.975
264.png,24.42,0.977
265.png,22.33,0.972
266.png,21.31,0.968
267.png,23.78,0.970
268.png,24.65,0.979
269.png,26.85,0.983
270.png,26.14,0.978
271.png,24.59,0.977
272.png,26.41,0.982
273.png,25.52,0.979
274.png,25.06,0.980
275.png,24.47,0.970
276.png,26.65,0.975
277.png,26.79,0.975
278.png,25.38,0.969
279.png,28.13,0.975
280.png,25.84,0.970
281.png,20.77,0.957
282.png,27.87,0.976
283.png,26.80,0.978
284.png,25.72,0.971
285.png,23.02,0.960
286.png,26.00,0.971
287.png,22.83,0.947
288.png,25.93,0.971
289.png,26.10,0.976
290.png,25.26,0.976
291.png,26.72,0.979
292.png,27.75,0.980
293.png,24.40,0.959
294.png,23.99,0.956
295.png,25.19,0.974
296.png,25.19,0.972
297.png,24.19,0.967
298.png,25.89,0.983
299.png,28.91,0.987
300.png,26.77,0.982
301.png,24.25,0.972
302.png,24.29,0.957
303.png,25.68,0.975
304.png,26.51,0.978
305.png,24.86,0.971
306.png,25.47,0.973
307.png,27.50,0.979
308.png,29.72,0.988
309.png,25.26,0.978
310.png,25.50,0.972
311.png,29.72,0.987
312.png,25.63,0.971
313.png,24.80,0.974
314.png,24.94,0.974
315.png,25.75,0.963
316.png,25.88,0.972
317.png,24.56,0.969
318.png,24.50,0.969
319.png,25.42,0.977
320.png,23.94,0.953
321.png,25.33,0.971
322.png,23.32,0.953
323.png,26.95,0.978
324.png,28.15,0.982
325.png,20.76,0.970
326.png,25.45,0.977
327.png,25.19,0.975
328.png,26.31,0.981
329.png,27.31,0.983
330.png,26.32,0.978
331.png,24.84,0.978
332.png,27.49,0.982
333.png,27.51,0.982
334.png,26.68,0.985
335.png,25.79,0.980
336.png,26.27,0.979
337.png,27.90,0.984
338.png,26.56,0.981
339.png,26.79,0.984
340.png,25.47,0.980
341.png,24.51,0.980
342.png,29.49,0.987
343.png,28.13,0.983
344.png,28.23,0.984
345.png,27.78,0.982
346.png,26.41,0.982
347.png,28.05,0.984
348.png,29.32,0.984
349.png,26.55,0.985
350.png,25.83,0.979
351.png,27.87,0.983
352.png,24.39,0.977
353.png,26.76,0.977
354.png,27.86,0.982
355.png,28.09,0.983
356.png,26.27,0.981
357.png,27.14,0.982
358.png,25.92,0.980
359.png,26.07,0.981
360.png,26.73,0.983
361.png,28.22,0.987
362.png,27.31,0.986
363.png,26.30,0.982
364.png,25.73,0.980
365.png,24.56,0.972
366.png,27.84,0.978
367.png,27.64,0.982
368.png,27.52,0.981
369.png,28.21,0.984
370.png,27.48,0.986
371.png,28.62,0.987
372.png,28.74,0.984
373.png,27.89,0.982
374.png,26.80,0.981
375.png,27.14,0.980
376.png,27.96,0.982
377.png,25.20,0.982
378.png,25.32,0.970
379.png,25.64,0.972
380.png,26.71,0.981
381.png,25.27,0.981
382.png,27.87,0.982
383.png,27.19,0.981
384.png,28.79,0.982
385.png,30.48,0.986
386.png,28.57,0.982
387.png,27.43,0.985
388.png,28.62,0.986
389.png,28.98,0.986
390.png,27.43,0.982
391.png,26.14,0.982
392.png,26.67,0.983
393.png,26.20,0.982
394.png,29.78,0.983
395.png,27.67,0.981
396.png,26.12,0.976
397.png,25.51,0.979
398.png,28.81,0.984
399.png,30.28,0.985
400.png,27.95,0.979
401.png,27.63,0.984
402.png,28.12,0.987
403.png,26.74,0.984
404.png,26.63,0.980
405.png,26.73,0.981
406.png,26.65,0.985
407.png,25.96,0.979
408.png,27.86,0.985
409.png,28.83,0.984
410.png,24.21,0.972
411.png,28.03,0.981
412.png,29.51,0.985
413.png,27.69,0.984
414.png,27.95,0.983
415.png,28.72,0.985
416.png,29.44,0.986
417.png,29.54,0.985
418.png,27.85,0.982
419.png,29.36,0.980
420.png,26.58,0.980
421.png,29.09,0.982
422.png,26.51,0.982
423.png,27.95,0.986
424.png,28.67,0.987
425.png,27.99,0.982
426.png,27.47,0.982
427.png,26.95,0.978
428.png,28.05,0.981
429.png,28.59,0.986
430.png,27.22,0.980
431.png,27.78,0.979
432.png,27.37,0.974
433.png,26.65,0.982
434.png,27.24,0.981
435.png,25.00,0.978
436.png,24.69,0.976
437.png,27.11,0.978
438.png,25.94,0.981
439.png,27.64,0.981
440.png,26.80,0.979
441.png,28.89,0.983
442.png,27.28,0.983
443.png,27.87,0.985
444.png,26.17,0.980
445.png,26.97,0.982
446.png,25.63,0.982
447.png,28.20,0.982
448.png,28.24,0.983
449.png,26.68,0.981
450.png,28.23,0.987
451.png,28.66,0.986
452.png,29.71,0.988
453.png,24.91,0.979
454.png,29.86,0.980
455.png,25.81,0.978
456.png,25.36,0.976
457.png,29.87,0.987
458.png,27.84,0.982
459.png,26.61,0.976
460.png,28.06,0.985
461.png,26.69,0.982
462.png,24.11,0.977
463.png,27.58,0.982
464.png,27.24,0.983
465.png,24.52,0.974
466.png,27.89,0.984
467.png,28.41,0.986
468.png,27.45,0.981
469.png,28.05,0.985
470.png,28.44,0.984
471.png,28.11,0.982
472.png,28.39,0.982
473.png,28.48,0.985
474.png,28.37,0.983
475.png,28.28,0.982
476.png,29.11,0.985
477.png,27.49,0.982
478.png,28.04,0.984
479.png,28.83,0.984
480.png,28.51,0.983
481.png,28.59,0.988
482.png,26.15,0.977
483.png,26.96,0.979
484.png,26.57,0.982
485.png,26.29,0.983
486.png,24.04,0.980
487.png,28.71,0.983
488.png,27.70,0.985
489.png,28.53,0.986
490.png,27.21,0.979
491.png,26.62,0.980
492.png,28.06,0.976
493.png,24.44,0.974
494.png,27.04,0.979
495.png,24.83,0.973
496.png,25.02,0.974
497.png,26.13,0.980
498.png,26.20,0.985
499.png,26.73,0.983
500.png,25.80,0.981
